Account Number,Account Source,Annual Revenue,State Code,Country Code,Channel Program Name,Industry,Name,Number of employees,Ownership,Rating,Site,Type,Year Started,Total Opportunity Amount,First Sale Date,Last Sale Date,Average Sales Cycle ,Number of Renewals,Num Opportunities Won,Num Opportunities Lost
1474,3,$277459.01,TX,US,2,Major Banks,Rath and Sons,97676,2,2,US,3,1904,784326,9/29/2015,11-09-2018,84,2,3,3
1475,5,$356747.20,CA,US,3,,"Schuster, Willms and Lockman",71647,3,1,US,2,1924,449838,04-03-2015,06-05-2018,55,4,3,4
1476,4,$656594.76,FL,US,2,Business Services,"Harber, Lebsack and Bergstrom",25429,1,1,US,7,1968,111396,09-06-2016,11-01-2018,49,4,1,2
1477,2,$463996.45,CA,US,2,Department/Specialty Retail Stores,"Mills, Marquardt and Glover",64985,3,1,US,3,1966,72863,2/14/2017,11/17/2018,60,5,1,2
1478,5,$119785.61,MA,US,2,Major Banks,Spencer and Sons,20541,1,2,US,2,1987,869759,10-08-2015,7/25/2018,38,4,4,3
1479,1,$376297.57,TX,US,2,Investment Bankers/Brokers/Service,Schowalter LLC,53725,3,3,US,4,1954,489413,10/16/2016,1/16/2019,49,2,5,2
1480,3,$417188.94,DC,US,3,Finance: Consumer Services,Kreiger-O'Reilly,95025,3,2,US,3,1973,658614,12-02-2015,09-08-2018,85,4,2,4
1481,3,$471507.35,CA,US,3,Department/Specialty Retail Stores,"Grimes, Fadel and Bosco",33413,1,2,US,6,1990,963744,2/16/2017,4/20/2018,36,1,1,4
1482,4,$618151.00,ID,US,2,Major Banks,Medhurst-Douglas,89139,4,1,US,3,1913,837457,8/26/2017,10/22/2018,86,5,4,2
1483,5,$371023.45,DC,US,3,Other Specialty Stores,"Daniel, Metz and Graham",42598,4,2,US,5,1920,748555,03-10-2015,07-10-2018,54,5,4,3
1484,2,$669166.24,TX,US,3,Natural Gas Distribution,O'Connell LLC,27471,4,3,US,7,1941,789869,10-08-2015,12/18/2018,78,5,1,2
1485,2,$559693.62,IL,US,2,,Emmerich-Heathcote,14897,4,2,US,5,1979,843787,11/21/2017,4/24/2018,56,4,1,2
1486,2,$235438.55,CA,US,2,Medical/Dental Instruments,"Brekke, Kunde and Zieme",29201,1,2,US,7,1927,585010,12-05-2017,1/14/2019,36,3,4,2
1487,1,$187893.63,OR,US,3,Real Estate Investment Trusts,Schowalter-Simonis,36761,2,1,US,1,1917,595698,10/21/2016,5/25/2018,52,3,2,3
1488,5,$576074.18,AZ,US,3,Business Services,"Kshlerin, Bogan and Marvin",33695,3,2,US,6,1943,905563,02-02-2016,07-06-2018,42,2,2,5
1489,2,$206560.93,CA,US,2,Coal Mining,Wilkinson-Tremblay,97874,4,2,US,3,1930,81583,02-10-2017,12/29/2018,78,5,2,5
1490,3,$960102.67,TX,US,2,Business Services,Raynor Inc,26685,3,2,US,7,1903,404077,9/23/2015,7/14/2018,60,5,5,3
1491,1,$952304.26,MI,US,3,Telecommunications Equipment,"Abbott, Bernhard and White",22330,1,1,US,2,1960,146908,9/21/2016,9/29/2018,40,5,3,1
1492,1,$109995.44,KY,US,2,,"Adams, Pagac and Jacobs",63112,3,2,US,1,1946,404683,2/18/2016,12-11-2018,82,1,4,4
1493,2,$118991.55,AZ,US,2,Clothing/Shoe/Accessory Stores,"Brown, McLaughlin and McClure",7631,2,1,US,7,1962,297703,12-12-2017,7/17/2018,67,5,3,4
1494,4,$305901.54,FL,US,3,Property-Casualty Insurers,"Legros, Hauck and Heathcote",59577,2,1,US,2,1939,240462,02-03-2017,2/22/2018,74,5,5,5
1495,3,$133172.47,IL,US,2,Food Chains,Gulgowski-Wilderman,21020,3,2,US,6,1910,335659,04-08-2016,9/27/2018,39,5,4,3
1496,3,$637868.06,NY,US,3,Forest Products,Green-Jaskolski,10258,4,1,US,4,1956,900936,7/24/2017,8/24/2018,37,5,3,3
1497,5,$391862.56,NV,US,3,EDP Services,"Heaney, Weber and Stehr",35823,1,1,US,3,1905,523821,12/15/2017,11/15/2018,81,4,4,1
1498,5,$329888.29,MO,US,2,,"Hauck, Jaskolski and Schuster",96397,1,1,US,2,1951,385055,1/14/2018,12/16/2018,46,5,3,1
1499,1,$627540.83,TX,US,2,,Hayes Inc,12152,1,3,US,3,1945,669980,04-05-2016,12/19/2018,80,3,1,4
1500,4,$597833.32,LA,US,2,Newspapers/Magazines,Herman Group,34255,2,2,US,2,1912,178541,7/28/2015,09-07-2018,82,4,3,4
1501,3,$30671.80,MI,US,3,Restaurants,"Green, Oberbrunner and Daniel",15267,2,2,US,7,1996,560182,03-03-2015,1/14/2019,30,5,5,3
1502,3,$336240.84,IL,US,2,Electric Utilities: Central,Aufderhar-Champlin,22029,1,3,US,7,1940,970005,01-02-2016,01-07-2019,90,4,1,2
1503,5,$827948.99,KS,US,2,Property-Casualty Insurers,Hickle-Becker,12323,3,3,US,1,1971,481760,12-12-2017,12/31/2018,89,5,4,3
1504,5,$727800.53,MO,US,3,Medical/Dental Instruments,Swaniawski and Sons,70872,1,2,US,2,1916,383112,7/21/2017,3/24/2018,31,3,2,1
1505,1,$911326.45,OR,US,3,Medical/Dental Instruments,Lockman Inc,59664,1,1,US,6,1993,68450,11/29/2015,04-06-2018,46,3,5,4
1506,4,$765818.05,TX,US,3,Engineering & Construction,"Grant, Wolff and Bradtke",14532,1,1,US,1,1971,919232,10/22/2015,12/31/2018,33,2,3,3
1507,1,$964563.11,FL,US,2,Newspapers/Magazines,Conn Inc,28181,3,3,US,1,1942,912693,3/29/2015,7/21/2018,63,4,3,1
1508,5,$9156.18,DC,US,2,,Pouros-Waters,15940,3,1,US,3,1911,344255,9/25/2016,05-02-2018,40,3,5,1
1509,4,$700122.54,CA,US,3,Specialty Chemicals,Murray LLC,52560,1,3,US,7,1960,370144,12/25/2015,1/25/2019,43,4,5,3
1510,4,$912912.11,OH,US,2,Major Pharmaceuticals,Howell-Schaefer,97041,1,2,US,5,1920,23779,10-02-2017,5/21/2018,65,5,5,4
1511,5,$262210.90,WI,US,3,,"Nader, Schneider and Fadel",46825,1,1,US,1,1945,341298,8/31/2016,1/29/2019,36,5,2,2
1512,5,$387195.88,IL,US,3,,Weimann LLC,48378,3,3,US,1,1951,176485,5/16/2017,12-06-2018,41,3,2,3
1513,2,$371765.04,TN,US,2,Apparel,Pagac and Sons,27994,4,3,US,6,1904,667173,04-09-2016,09-12-2018,48,3,5,5
1514,2,$340193.02,TX,US,3,Major Pharmaceuticals,Legros-Conn,76774,4,2,US,2,1961,465770,1/14/2016,12/29/2018,33,5,1,3
1515,3,$924381.99,UT,US,3,Computer Software: Prepackaged Software,Frami LLC,9456,1,1,US,3,1989,44157,12/17/2016,03-12-2018,62,2,1,3
1516,5,$71274.62,OH,US,2,Business Services,Moen Inc,28766,3,1,US,7,1973,849340,7/31/2015,12-04-2018,69,5,4,2
1517,4,$831227.22,WA,US,2,,"Zemlak, Cartwright and Strosin",25479,3,3,US,3,1966,891046,5/20/2016,06-12-2018,35,5,2,2
1518,2,$589713.48,VA,US,3,Electronic Components,Hartmann Inc,17497,4,2,US,5,1907,488825,3/24/2015,4/15/2018,32,1,1,4
1519,2,$927115.34,IA,US,3,,Gottlieb Inc,41895,1,1,US,6,1949,986131,9/20/2017,9/26/2018,52,5,5,1
1520,2,$267041.39,NC,US,3,,Larkin-Jones,99248,3,2,US,3,1986,773787,6/28/2015,12-11-2018,90,3,5,3
1521,5,$436193.17,MI,US,3,,Stehr-Mueller,30487,1,3,US,7,1984,936625,5/24/2017,11/27/2018,34,4,5,4
1522,1,$818668.75,CO,US,3,Trucking Freight/Courier Services,Jacobs Group,25680,3,3,US,2,1966,291387,1/30/2018,02-08-2018,83,2,2,4
1523,3,$333337.85,OH,US,3,Real Estate Investment Trusts,"Waelchi, Pagac and Kuphal",19574,4,3,US,3,1991,565893,01-03-2018,5/19/2018,84,4,1,1
1524,5,$503392.53,NC,US,2,,Considine-Hills,61397,4,3,US,1,1967,546920,9/16/2016,08-04-2018,58,5,2,1
1525,5,$294994.35,FL,US,2,Biotechnology: Commercial Physical & Biological Resarch,"Turcotte, Oberbrunner and Durgan",47229,4,3,US,2,1953,664168,03-06-2017,7/28/2018,77,4,3,2
1526,1,$742553.55,FL,US,2,Semiconductors,Runte-Wunsch,62490,2,3,US,1,1996,752331,11/19/2016,02-12-2018,81,1,1,5
1527,3,$791919.16,FL,US,2,Steel/Iron Ore,Reinger-McKenzie,31343,1,3,US,4,1997,836755,7/28/2017,12/21/2018,77,5,1,3
1528,3,$930856.12,OH,US,2,Banks,Upton-Zemlak,80714,3,3,US,6,1906,814126,5/18/2017,3/28/2018,77,5,3,1
1529,5,$597482.64,NY,US,3,,Kassulke and Sons,90371,2,3,US,3,1926,728805,02-08-2016,7/21/2018,85,5,2,3
1530,4,$530050.88,NC,US,2,,"Kunze, Thiel and Nienow",97473,3,3,US,7,1965,387995,2/22/2015,9/21/2018,85,1,4,4
1531,1,$303958.93,TN,US,2,,"Hilpert, Parker and Harvey",26524,2,1,US,1,1998,733070,10/25/2015,3/16/2018,55,1,5,3
1532,5,$574601.81,CA,US,3,,Reilly-Johnston,95842,1,1,US,1,1911,914531,5/28/2015,04-03-2018,47,2,4,5
1533,3,$988815.68,PA,US,3,,Hyatt-Wisoky,73053,1,1,US,3,1917,381955,11/29/2015,12-03-2018,78,3,1,1
1534,2,$931911.42,TX,US,2,Precious Metals,Gibson-Will,67265,4,1,US,5,1986,230550,1/15/2016,07-12-2018,54,1,5,1
1535,5,$141467.10,MD,US,3,Major Pharmaceuticals,Wolff LLC,8081,3,1,US,3,1930,361008,7/27/2017,8/28/2018,63,1,5,4
1536,3,$413230.59,VA,US,3,Auto Parts:O.E.M.,"Bogisich, Satterfield and Hammes",18750,1,3,US,7,1972,969158,5/22/2017,11-05-2018,34,3,4,1
1537,1,$546445.08,HI,US,2,Containers/Packaging,Gutmann Group,69604,3,2,US,4,1990,562078,02-09-2015,6/25/2018,57,5,3,2
1538,4,$594250.94,LA,US,3,Oil/Gas Transmission,Ward-Corwin,60190,2,1,US,1,1936,561344,09-12-2016,05-10-2018,60,3,1,5
1539,1,$609484.69,IL,US,2,RETAIL: Building Materials,Gutmann-DuBuque,87269,4,3,US,6,1977,536007,09-03-2017,9/22/2018,76,5,1,4
1540,2,$864620.62,NV,US,3,,Eichmann-Von,57924,2,2,US,1,1933,508891,5/19/2015,2/27/2018,88,1,3,3
1541,3,$504133.22,IL,US,2,Power Generation,Grady-Koepp,39474,2,3,US,3,1981,755602,11/29/2015,03-03-2018,40,1,3,1
1542,5,$137961.15,MN,US,2,Apparel,Aufderhar Group,6685,2,1,US,3,1969,278176,8/30/2015,6/27/2018,38,5,4,1
1543,5,$836006.37,TN,US,3,Telecommunications Equipment,Haag-Gutmann,54059,1,1,US,1,1967,835161,9/16/2016,6/30/2018,81,1,2,5
1544,5,$937769.77,IL,US,2,,"Hahn, Mueller and Jaskolski",39788,4,2,US,3,1943,36024,10-05-2017,11-06-2018,79,3,5,2
1545,4,$448507.08,AZ,US,2,Real Estate Investment Trusts,Lehner-Barton,14667,4,2,US,4,1953,547847,08-09-2015,12/29/2018,75,1,5,5
1546,5,$24534.23,CA,US,3,Real Estate Investment Trusts,"Abbott, Pfannerstill and Lang",39261,4,1,US,2,1970,750067,03-03-2016,01-06-2019,73,2,5,5
1547,3,$16598.46,WA,US,2,Business Services,Mohr-Huels,33583,3,2,US,4,1994,310288,02-06-2015,1/17/2019,73,5,2,3
1548,2,$968085.37,AZ,US,3,Computer Software: Prepackaged Software,"Barton, Maggio and Weissnat",80315,3,2,US,7,1968,355368,4/26/2017,4/20/2018,42,4,3,5
1549,2,$578824.25,FL,US,4,,Barrows-Murray,52762,3,2,US,7,1932,478874,9/19/2016,5/25/2018,78,4,3,4
1550,5,$377948.86,NY,US,2,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Wuckert-Lubowitz,10951,3,2,US,4,1947,594404,3/26/2016,4/15/2018,61,4,2,2
1551,1,$521285.31,MO,US,3,Major Pharmaceuticals,"O'Keefe, Thiel and Bartell",11616,4,1,US,4,1940,340592,10-06-2015,11/14/2018,37,3,3,4
1552,4,$265022.31,TX,US,2,,Carter LLC,78998,4,1,US,5,1973,555427,12/28/2016,09-01-2018,83,5,4,5
1553,5,$685087.82,CA,US,2,Real Estate Investment Trusts,Smitham-Zboncak,63811,1,1,US,5,1931,179414,4/29/2016,10-12-2018,44,5,1,3
1554,5,$843275.77,AL,US,2,EDP Services,Beier-Aufderhar,55511,3,2,US,2,1984,881601,02-07-2015,09-04-2018,31,4,4,5
1555,2,$278521.63,MN,US,3,Biotechnology: Biological Products (No Diagnostic Substances),Kiehn Inc,31517,2,2,US,1,1928,109468,07-01-2017,9/14/2018,30,3,5,1
1556,3,$275335.90,CA,US,3,,Kuhn-Mills,11045,2,2,US,7,1985,362096,8/29/2015,8/19/2018,30,4,1,4
1557,1,$774653.13,HI,US,2,Medical/Dental Instruments,"McCullough, Kling and Schmidt",47316,4,3,US,5,1968,193582,07-12-2015,7/19/2018,69,3,5,5
1558,4,$915874.23,CA,US,2,,Medhurst-Ratke,47056,1,2,US,7,1946,601323,12-08-2016,04-11-2018,39,3,4,1
1559,3,$192752.74,CO,US,3,Major Pharmaceuticals,O'Conner-Considine,82262,1,2,US,5,1979,684569,11/14/2015,04-12-2018,61,4,2,5
1560,4,$805700.85,TX,US,2,Electric Utilities: Central,Nikolaus-Larkin,10869,2,1,US,6,1900,314401,7/21/2015,01-06-2019,69,5,1,2
1561,3,$304268.28,CA,US,2,,Considine-Conn,3743,3,3,US,5,1965,880822,1/16/2018,8/22/2018,76,3,4,2
1562,5,$429015.18,CA,US,2,Business Services,Adams and Sons,75318,4,3,US,5,1953,990227,4/21/2016,5/21/2018,85,1,4,1
1563,3,$555372.58,CO,US,2,Major Chemicals,Baumbach-Johns,53888,1,1,US,4,1958,532671,10/30/2016,10/26/2018,57,1,2,5
1564,1,$141662.51,GA,US,2,Steel/Iron Ore,Stark-VonRueden,56883,1,1,US,7,1965,919704,07-09-2017,08-10-2018,49,2,1,2
1565,3,$817754.81,VA,US,3,"Computer Software: Programming, Data Processing",Haag LLC,6743,1,3,US,1,1997,543231,12-04-2016,6/21/2018,53,5,3,1
1566,2,$42681.61,TX,US,3,Major Pharmaceuticals,Bashirian-Abbott,28705,4,3,US,6,1949,747208,12/25/2015,11-09-2018,76,3,3,1
1567,1,$69823.98,TN,US,2,Major Pharmaceuticals,Huels-Shanahan,33456,3,1,US,5,1915,260343,07-12-2017,12-10-2018,41,3,3,2
1568,2,$62357.08,DC,US,3,Major Pharmaceuticals,Lind and Sons,6731,3,1,US,7,1999,452412,07-01-2015,10/28/2018,81,5,4,4
1569,5,$458185.13,CT,US,3,Food Chains,Collier Group,30438,4,3,US,5,1983,51381,8/24/2015,05-12-2018,58,2,2,4
1570,5,$839710.29,AL,US,2,,"Walker, Hodkiewicz and Deckow",75548,2,3,US,2,1908,144009,1/19/2018,05-05-2018,76,2,4,4
1571,2,$238335.01,MO,US,3,,Greenfelder and Sons,52531,3,2,US,4,1900,355850,6/24/2015,5/22/2018,57,4,1,2
1572,4,$484335.34,NY,US,3,Metal Fabrications,White LLC,54777,2,2,US,4,1988,969377,07-01-2017,03-06-2018,35,4,5,4
1573,2,$583391.53,AK,US,2,Apparel,Grant LLC,79421,4,1,US,1,1996,617499,2/24/2015,8/20/2018,40,5,5,3
1574,5,$431186.24,NJ,US,2,,O'Keefe and Sons,32250,4,2,US,3,1920,46112,05-10-2015,5/28/2018,48,5,2,3
1575,3,$176725.01,MN,US,3,Natural Gas Distribution,Watsica-Abshire,48293,2,3,US,1,1975,772040,06-02-2017,05-06-2018,64,4,1,3
1576,5,$628500.03,IN,US,3,Real Estate Investment Trusts,Sipes and Sons,55308,2,1,US,3,1900,652969,6/29/2016,5/15/2018,81,5,1,3
1577,4,$332006.76,FL,US,3,Major Pharmaceuticals,"Lehner, Kulas and Howell",82993,4,2,US,7,1915,147664,1/23/2018,7/16/2018,89,1,1,1
1578,3,$499560.29,MN,US,2,Diversified Commercial Services,MacGyver Group,31762,2,3,US,5,1935,236670,3/15/2017,10-08-2018,32,3,4,3
1579,5,$825965.85,CA,US,3,Computer Software: Prepackaged Software,Labadie and Sons,13776,1,1,US,3,1929,470534,04-08-2015,5/22/2018,50,1,4,2
1580,4,$245823.09,CO,US,3,Business Services,Lindgren-Bogisich,22422,3,3,US,7,1937,958251,3/26/2015,9/20/2018,35,5,3,3
1581,3,$834484.50,TX,US,2,Business Services,Goldner and Sons,32899,4,3,US,3,1947,64106,7/20/2015,11/24/2018,52,5,3,4
1582,5,$306692.57,IL,US,3,EDP Services,"Borer, Moen and Klein",93139,2,3,US,5,1947,223456,7/29/2016,8/29/2018,90,4,4,2
1583,1,$517161.04,CA,US,3,,Christiansen-Hermiston,27421,4,3,US,1,1901,949848,08-10-2017,02-01-2019,74,5,5,4
1584,1,$721765.20,CA,US,2,Forest Products,"Leffler, Franecki and Bayer",30426,2,3,US,5,1925,883733,09-06-2015,4/28/2018,38,4,4,5
1585,4,$470398.18,HI,US,2,Restaurants,Effertz and Sons,19128,3,1,US,4,1928,92694,7/25/2015,02-08-2018,38,3,4,4
1586,2,$382683.36,FL,US,3,,Jakubowski-Langworth,37702,4,3,US,3,1966,453971,3/16/2015,09-06-2018,47,4,1,5
1587,1,$477469.40,MA,US,2,,"Collier, Murray and Hickle",97233,3,1,US,5,1961,240600,2/22/2017,11/30/2018,87,2,3,5
1588,3,$436260.72,NV,US,2,Aerospace,Stark Group,65998,4,2,US,4,1916,500929,01-11-2018,12/24/2018,41,4,2,4
1589,2,$818040.99,FL,US,2,Food Distributors,"Runolfsdottir, Feeney and O'Reilly",14989,2,1,US,7,1913,402607,6/20/2016,7/27/2018,58,4,3,1
1590,4,$227020.63,FL,US,3,Semiconductors,"Boyer, Marks and Larson",75648,3,2,US,4,1900,382689,06-09-2015,10/14/2018,83,4,4,5
1591,4,$920493.69,TX,US,2,Property-Casualty Insurers,Keebler-Yost,1399,1,2,US,6,1950,352925,02-12-2016,01-05-2019,86,1,4,1
1592,5,$969951.24,UT,US,3,Industrial Machinery/Components,Bashirian and Sons,71740,1,1,US,2,1919,66735,11/14/2016,3/16/2018,64,2,3,3
1593,4,$737087.02,TX,US,2,,"Fahey, McCullough and Johnson",34529,3,3,US,3,1931,843905,8/22/2015,10-05-2018,78,3,2,3
1594,2,$530421.51,FL,US,2,Major Banks,Willms-Lockman,30184,4,1,US,6,1993,702510,7/29/2016,07-10-2018,47,1,5,1
1595,3,$596273.85,TX,US,2,Computer Software: Prepackaged Software,"Schumm, Terry and Heidenreich",76802,4,1,US,5,1959,74425,12-05-2017,3/19/2018,84,3,4,4
1596,1,$473805.26,IL,US,3,,Larkin and Sons,51419,3,1,US,4,1979,456354,06-09-2017,01-01-2019,90,1,3,1
1597,1,$87344.34,MT,US,3,Natural Gas Distribution,"Walsh, Murray and Zemlak",67527,3,1,US,6,1931,565384,04-10-2016,3/21/2018,90,5,5,5
1598,4,$881010.11,LA,US,3,Real Estate Investment Trusts,Schultz-Fay,74628,1,2,US,3,1918,696742,10/26/2016,06-03-2018,69,1,2,1
1599,3,$944315.01,NY,US,2,,Mayer and Sons,36301,3,2,US,6,1977,592165,2/28/2016,02-09-2018,87,1,5,1
1600,2,$944939.83,CA,US,2,Specialty Insurers,"Purdy, Ledner and Russel",7452,3,1,US,3,1910,436547,10/18/2017,04-02-2018,35,1,4,1
1601,4,$267329.56,CO,US,3,Metal Fabrications,Green-Lowe,1044,1,2,US,6,1988,581167,9/30/2016,12-11-2018,51,2,2,1
1602,5,$164959.80,FL,US,2,Biotechnology: Biological Products (No Diagnostic Substances),Cormier LLC,24948,2,3,US,7,1972,324404,11/23/2015,12/25/2018,35,3,4,4
1603,2,$592004.65,MO,US,2,Industrial Machinery/Components,Mills-Volkman,37786,3,2,US,1,1924,618661,6/22/2017,10/27/2018,83,5,1,1
1604,4,$19159.29,TN,US,2,,"Gislason, Pfeffer and Fahey",64081,4,2,US,1,1905,277886,05-02-2017,6/27/2018,32,5,4,5
1605,2,$837024.73,CA,US,2,Computer Software: Prepackaged Software,Johnson-Johns,2422,4,1,US,5,1963,325699,6/20/2016,7/14/2018,44,4,4,5
1606,5,$682751.65,KY,US,2,Telecommunications Equipment,Ziemann-Orn,54890,2,1,US,7,1925,606656,7/31/2015,10/15/2018,48,2,3,5
1607,2,$400627.40,CA,US,3,Property-Casualty Insurers,Conroy-Terry,80101,1,3,US,1,1938,392535,10-05-2017,08-12-2018,58,1,5,5
1608,4,$239761.16,SC,US,2,,Waelchi-Corwin,57160,1,3,US,2,1933,310636,08-03-2017,8/22/2018,78,1,1,1
1609,1,$604753.65,FL,US,2,Business Services,Schiller and Sons,4108,1,3,US,6,1900,40652,04-11-2015,10-03-2018,64,5,2,4
1610,2,$450510.25,TX,US,2,Finance: Consumer Services,Grady-Kuphal,97941,3,3,US,4,1925,665177,10/13/2016,01-08-2019,66,2,1,4
1611,1,$334351.40,IL,US,3,Other Specialty Stores,"Abernathy, Mraz and Marks",49614,4,1,US,1,1991,673848,6/28/2017,2/23/2018,86,1,5,2
1612,3,$595168.84,MA,US,3,Real Estate,"Torp, Rippin and Robel",5741,3,3,US,5,1924,797693,05-07-2017,8/30/2018,49,2,5,5
1613,2,$11237.37,WA,US,3,Oil & Gas Production,Eichmann-Kris,3110,3,1,US,6,2000,943816,8/14/2017,7/16/2018,84,4,3,5
1614,5,$987641.21,CA,US,3,Real Estate Investment Trusts,"Lubowitz, Pacocha and Bernhard",12549,4,1,US,5,1988,866578,07-03-2015,9/14/2018,32,5,5,2
1615,1,$152180.77,MN,US,2,Savings Institutions,"Waters, Blanda and Schowalter",602,4,2,US,3,1953,343199,9/13/2016,11-03-2018,87,4,3,5
1616,4,$726118.72,NV,US,3,,"Lowe, Douglas and Lynch",71285,3,3,US,2,1923,215285,6/16/2015,12-12-2018,35,1,2,3
1617,2,$296609.02,FL,US,3,Aerospace,"Bahringer, Klein and Hansen",66212,1,3,US,7,1969,313488,7/27/2015,8/28/2018,37,2,2,4
1618,3,$313199.35,VA,US,3,Electronic Components,"Gottlieb, Mertz and Connelly",45240,1,2,US,7,1942,892232,03-07-2016,01-04-2019,64,5,3,3
1619,3,$655077.34,NY,US,3,Semiconductors,Gibson-Mann,91370,1,3,US,3,1989,780398,8/14/2015,09-07-2018,45,4,5,1
1620,1,$259001.77,TX,US,2,,Robel and Sons,34674,3,3,US,1,1969,833703,06-10-2016,03-01-2018,51,5,5,3
1621,1,$480916.05,VA,US,2,,"Cormier, Rodriguez and Mraz",55087,4,1,US,4,1941,590236,8/31/2017,3/26/2018,48,1,4,3
1622,5,$172452.81,NY,US,2,,"White, Lubowitz and Bode",67546,2,2,US,6,1962,174523,7/16/2017,09-10-2018,50,2,3,1
1623,1,$126980.59,MN,US,2,Major Pharmaceuticals,Walter-Strosin,96156,3,1,US,3,1909,418042,07-08-2016,08-09-2018,81,5,4,5
1624,3,$798275.97,SC,US,2,Real Estate Investment Trusts,"Gutmann, Littel and Bins",68438,2,2,US,4,1922,768735,4/14/2017,3/15/2018,70,1,1,2
1625,3,$385873.17,NY,US,2,Real Estate,Herman-Luettgen,71049,4,1,US,3,1941,585022,6/16/2015,1/15/2019,48,1,1,4
1626,3,$56894.27,MA,US,2,,Bins Inc,1542,3,1,US,1,1929,161966,5/25/2016,7/28/2018,83,3,4,4
1627,2,$525720.88,CA,US,3,Major Chemicals,Walker and Sons,70936,2,3,US,4,1962,40892,02-04-2016,12-12-2018,47,4,1,1
1628,4,$747088.00,FL,US,3,Industrial Machinery/Components,"Cronin, Jones and Maggio",64437,2,1,US,4,1936,147598,04-09-2016,9/27/2018,59,5,4,2
1629,2,$857794.50,GA,US,2,Department/Specialty Retail Stores,Pagac-Gulgowski,92549,1,1,US,1,1968,297484,06-01-2015,9/19/2018,67,3,2,1
1630,1,$929882.94,DC,US,3,Marine Transportation,Farrell LLC,65949,4,2,US,6,1950,224147,04-11-2015,07-05-2018,51,2,4,3
1631,2,$39307.50,CA,US,2,Telecommunications Equipment,Mraz Group,26285,4,2,US,1,1995,880427,9/13/2016,11/28/2018,46,1,3,1
1632,5,$583300.80,TX,US,2,Medical Specialities,Gottlieb Inc,79432,3,2,US,2,2000,191173,03-06-2017,01-02-2019,34,1,2,5
1633,3,$273252.63,GA,US,3,,"Homenick, Auer and Osinski",78948,3,3,US,7,1987,648012,10/15/2015,5/30/2018,69,2,5,3
1634,5,$955737.33,TX,US,3,Meat/Poultry/Fish,Rosenbaum LLC,72088,1,3,US,2,1961,854030,10/26/2016,08-01-2018,34,2,1,1
1635,5,$455285.35,NY,US,2,Food Chains,Emmerich-Conn,54895,4,2,US,7,1907,911381,11/24/2017,03-07-2018,64,5,3,2
1636,3,$4650.80,OH,US,3,Computer Software: Prepackaged Software,"Hayes, Kutch and Durgan",14192,4,1,US,5,1945,86375,03-10-2015,09-02-2018,76,3,3,3
1637,4,$3059.43,CA,US,2,,"Greenholt, Cummings and Russel",50741,1,1,US,2,1966,865651,09-11-2016,9/27/2018,61,2,4,2
1638,2,$479751.97,WA,US,2,Shoe Manufacturing,Leuschke-Hegmann,5640,2,3,US,1,1986,626119,6/20/2016,07-11-2018,44,2,2,1
1639,2,$28844.01,CA,US,3,,Howe Inc,88602,4,3,US,3,1939,114783,10/18/2017,8/14/2018,56,1,3,2
1640,3,$72867.07,CA,US,2,,Hickle-Hoppe,74665,2,3,US,3,1927,331529,12/29/2015,12-10-2018,85,4,4,3
1641,2,$647604.95,NC,US,3,Computer Software: Prepackaged Software,"Bergnaum, Kreiger and Abernathy",61153,1,1,US,1,1985,948499,1/27/2016,11/28/2018,51,2,5,3
1642,2,$654900.84,UT,US,3,Computer peripheral equipment,"Wintheiser, Jast and Durgan",11264,1,1,US,2,1996,89476,11/22/2016,9/13/2018,73,2,4,2
1643,5,$311427.83,CA,US,3,Business Services,"Rosenbaum, Bailey and Toy",8006,2,2,US,3,1910,568937,03-09-2015,01-04-2019,37,4,4,4
1644,2,$112062.98,AZ,US,3,Auto Manufacturing,Bednar-Walsh,6659,4,1,US,3,1954,592084,3/20/2016,12/28/2018,39,3,1,1
1645,4,$794377.85,TX,US,3,Oil & Gas Production,Stamm LLC,47622,2,2,US,5,1921,932601,9/30/2017,9/29/2018,69,2,4,2
1646,2,$871297.94,KY,US,2,Finance: Consumer Services,"Reinger, Casper and Abbott",48642,4,2,US,6,1982,291230,7/23/2017,7/19/2018,56,1,4,1
1647,4,$534031.44,IN,US,3,Paper,"Flatley, Koch and Zemlak",65385,3,1,US,2,1903,69897,7/20/2017,9/29/2018,43,1,4,2
1648,2,$592292.93,TX,US,3,,"Parker, Rutherford and Sporer",22230,1,1,US,2,1960,197301,04-01-2017,04-11-2018,39,4,1,2
1649,1,$699272.93,MI,US,2,Real Estate Investment Trusts,"Marquardt, Funk and Windler",78212,2,1,US,3,1919,499937,9/19/2016,11-01-2018,36,2,3,2
1650,4,$386617.05,NY,US,2,Major Banks,O'Hara-Orn,4519,3,2,US,7,1907,729830,10/16/2016,05-08-2018,39,4,1,1
1651,3,$158320.52,CA,US,2,Real Estate Investment Trusts,"Dicki, Gerhold and Hand",98747,3,1,US,7,1917,57675,1/13/2016,1/27/2019,40,3,2,3
1652,2,$162751.45,TX,US,3,Radio And Television Broadcasting And Communications Equipment,Ebert-Lakin,34688,4,3,US,1,1973,616119,04-01-2017,11-03-2018,35,5,5,4
1653,2,$545612.03,NY,US,2,Major Banks,"Graham, Schuppe and Dooley",62638,1,2,US,6,1983,442482,1/30/2018,9/21/2018,51,2,5,1
